Beer,beer/,,,,,,,,,,,,,,,,
Sake,sake/,,,,,,,,,,,,,,,,
Brandy,brandy/,,,,,,,,,,,,,,,,
Champagne & Sparkling Wines,champagne/,,,,,,,,,,,,,,,,
Gin,gin/,,,,,,,,,,,,,,,,
Liqueurs,liqueurs/,,,,,,,,,,,,,,,,
Rum,rum/,,,,,,,,,,,,,,,,
Tequila,tequila/,,,,,,,,,,,,,,,,
Whisky,whisky/,,,,,,,,,,,,,,,,
Wine & Fortified Wine,wine/,,,,,,,,,,,,,,,,
Shots,shooters/,,,,,,,,,,,,,,,,
Liquid Cocaine 1,liquid_cocaine_1.txt,10288,10317,10106,10316,,,,,,,,,,,,
Liquid cocaine 2,liquid_cocaine_2.txt,10288,10316,10106,10312,,,,,,,,,,,,
Liquid Symphony,liquid_symphony.txt,10049,10064,10014,,,,,,,,,,,,,
Lollipop,lollipop.txt,10048,10093,10017,10083,,,,,,,,,,,,
London Fog,london_fog.txt,10032,10065,10011,10249,,,,,,,,,,,,
McClelland Cocktail,mcclelland_cocktail.txt,10112,10092,,,,,,,,,,,,,,
Melon Alexander,melon_alexander.txt,10084,10014,10135,,,,,,,,,,,,,
Merry Widow,merry_widow.txt,10024,10083,10252,,,,,,,,,,,,,
Mexican Flag,mexican_flag.txt,10186,10064,10327,,,,,,,,,,,,,
Milano,milano.txt,10105,10029,10145,,,,,,,,,,,,,
Mind Eraser,mind_eraser.txt,10056,10331,10118,,,,,,,,,,,,,
Mocha Mint,mocha_mint.txt,10056,10065,10053,,,,,,,,,,,,,
Moulin Rouge,moulin_rouge.txt,10112,10361,10011,,,,,,,,,,,,,
Nutty Irishman,nutty_irishman.txt,10059,10069,,,,,,,,,,,,,,
Oatmeal Cookie,oatmeal_cookie.txt,10310,10106,10059,10041,10135,10218,,,,,,,,,,
Paris Rainbow,paris_rainbow.txt,10060,10062,10083,10064,10049,10088,10024,,,,,,,,,
Peppermint Stick,peppermint_stick.txt,10053,10315,10135,,,,,,,,,,,,,
Pernod Cocktail,pernod_cocktail.txt,10222,10011,10042,,,,,,,,,,,,,
Pimm's Cup,pimms_cup.txt,10110,10118,10274,10249,,,,,,,,,,,,
Pink Squirrel,pink_squirrel.txt,10053,10033,10135,,,,,,,,,,,,,
Pousse Cafe 1,pousse_cafe_1.txt,10186,10049,10062,10063,10048,10014,,,,,,,,,,
Pousse Cafe 2,pousse_cafe_2.txt,10192,10038,10109,10060,10049,10048,10014,,,,,,,,,
Queen Elizabeth Wine,queen_elizabeth_wine.txt,10045,10359,10145,10249,,,,,,,,,,,,
San Francisco Cocktail,san_francisco_cocktail.txt,10112,10359,10361,10013,10252,,,,,,,,,,,
Screaming Orgasm,screaming_orgasm.txt,10056,10058,10032,10331,,,,,,,,,,,,
Sknny Dipper,skinny_dipper.txt,10084,10142,10249,,,,,,,,,,,,,
Slippery Nipple,slippery_nipple.txt,10059,10043,,,,,,,,,,,,,,
Sloe Gin Fizz,sloe_gin_fizz.txt,10112,10145,10193,10118,10252,,,,,,,,,,,
Sloe Screw,sloe_screw.txt,10112,10151,,,,,,,,,,,,,,
Sombrero,sombrero.txt,10055,10135,,,,,,,,,,,,,,
Toasted Almond,toasted_almond.txt,10032,10056,10135,,,,,,,,,,,,,
Traditional Cafe Style Absinthe,traditional_cafe_style_absinthe.txt,10000,10225,,,,,,,,,,,,,,
Velvet Hammer,velvet_hammer.txt,10093,10053,10014,10135,,,,,,,,,,,,
Yellow Parrot Cocktail,yellow_parrot_cocktail.txt,10049,10042,10022,,,,,,,,,,,,,
#Rum,,,,,,,,,,,,,,,,,
Acapulco,acapulco.txt,10292,10093,10146,10232,10193,10268,,,,,,,,,,
Ambassador,ambassador.txt,10292,10309,10096,10142,,,,,,,,,,,,
Atlantic Breeze,atlantic_breeze.txt,10292,10071,10154,10145,10105,10257,,,,,,,,,,
Bacardi Cocktail,bacardi_cocktail.txt,10292,10146,10186,10252,,,,,,,,,,,,
Bahama Mama,bahama_mama.txt,10288,10299,10056,10154,10145,10297,10260,10252,,,,,,,,
Banshee,banshee.txt,10284,10051,10074,10135,10245,,,,,,,,,,,
Barracuda,barracuda.txt,10294,10105,10154,10146,10250,,,,,,,,,,,
Bay Breeze,bay_breeze.txt,10292,10142,10154,,,,,,,,,,,,,
Beachcomber,beachcomber.txt,10250,10226,10294,10093,10083,10024,10146,,,,,,,,,
Between the Sheets,between_the_sheets.txt,10249,10226,10303,10015,10094,10145,10249,,,,,,,,,
Black Devil,black_devil.txt,10292,10359,10254,,,,,,,,,,,,,
Black Widow,black_widow.txt,10294,10113,10222,10146,,,,,,,,,,,,
Blue Hawaiian,blue_hawaiian.txt,10292,10089,10128,10154,10260,10252,,,,,,,,,,
Blue Marlin,blue_marlin.txt,10249,10222,10301,10089,10127,10269,,,,,,,,,,
Bolero 1,bolero_1.txt,10292,10021,10361,,,,,,,,,,,,,
Bolero 2,bolero_2.txt,10288,10014,10146,10151,10193,,,,,,,,,,,
Bossa Nova,bossa_nova.txt,10295,10069,10093,10146,10142,10187,10248,10250,,,,,,,,
Caipirinha,caipirinha.txt,10250,10222,10295,,,,,,,,,,,,,
Caribbean Millionaire,caribbean_millionaire.txt,10288,10074,10022,10145,10112,10245,,,,,,,,,,
Casablanca,casablanca.txt,10292,10093,10083,10146,,,,,,,,,,,,
Castro Cooler,castro_cooler.txt,10294,10021,10151,10146,10222,10250,,,,,,,,,,
Centenario,centenario.txt,10294,10293,10057,10092,10146,10186,10268,,,,,,,,,
Citrus Aphrodisiac,citrus_aphrodisiac.txt,10250,10187,10067,10287,10156,,,,,,,,,,,
Classic Daquiri,classic_daquiri.txt,10292,10146,10193,10250,,,,,,,,,,,,
Cocoanut Groove,cocoanut_groove.txt,10300,10236,10146,10129,10154,10260,10218,,,,,,,,,
Copabana Daiquiri,copabanana_daiquiri.txt,10304,10245,10261,10146,10193,10250,,,,,,,,,,
Cuba Libre,cuba_libre.txt,10250,10292,10119,,,,,,,,,,,,,
Cuban Sidecar,cuban_sidecar.txt,10292,10093,10146,10250,,,,,,,,,,,,
Dark and Stormy,dark_and_stormy.txt,10215,10284,10185,10121,10250,,,,,,,,,,,
Florida Special,florida_special.txt,10294,10092,10083,10151,,,,,,,,,,,,
Frozen Daquiri,frozen_daquiri.txt,10293,10146,10193,10083,,,,,,,,,,,,
Frozen Watermelon Daiquiri,frozen_watermelon_daiquiri.txt,10264,10293,10146,10238,10250,,,,,,,,,,,
Golden Lillet Martini,golden_lillet_martini.txt,10287,10356,10080,10249,,,,,,,,,,,,
Gorilla Tit,gorilla_tit.txt,10288,10341,10056,,,,,,,,,,,,,
Green Flash,green_flash.txt,10293,10047,10146,10226,10118,10250,,,,,,,,,,
Guavalicious daiquiri,guavalicious_daiquiri.txt,10287,10162,10146,10226,10250,,,,,,,,,,,
Haitian Cooler,haitian_cooler.txt,10249,10250,10263,10222,10287,10121,,,,,,,,,,
Havana Sidecar,havana_sidecar.txt,10294,10093,10145,,,,,,,,,,,,,
Heatwave,heatwave.txt,10288,10314,10154,10186,,,,,,,,,,,,
Honolulu Lulu,honolulu_lulu.txt,10290,10292,10069,10056,10154,10146,10193,10250,,,,,,,,
Hurricane,hurricane.txt,10288,10292,10096,10151,10146,10154,10011,10250,10260,,,,,,,
I Drem of Jeanie Martin,i_dream_of_jeanie_martin.txt,10300,10335,10093,10142,10146,10249,,,,,,,,,,
Jade,jade.txt,10292,10093,10064,10146,10222,10250,,,,,,,,,,
Jamaican Martini,jamaican_martini.txt,10291,10057,,,,,,,,,,,,,,
La Floridita Cocktail,la_floridita_cocktail.txt,10292,10361,10051,10146,10186,,,,,,,,,,,
Long Island Ice Te,long_island_ice_tea.txt,10293,10029,10331,10324,10093,10146,10151,10119,10249,,,,,,,
Mai Tai,mai_tai.txt,10285,10288,10090,10193,10146,,,,,,,,,,,
Mandarin Passion,mandarin_passion.txt,10293,10091,10189,10154,10260,10263,,,,,,,,,,
Mojito,mojito.txt,10146,10226,10267,10292,10118,10268,,,,,,,,,,
My Mandarin From Havana,my_mandarin_from_havana.txt,10293,10091,10148,10146,10222,10250,,,,,,,,,,
Nacional,nacional.txt,10294,10022,10154,10146,,,,,,,,,,,,
Navy Grog,navy_grog.txt,10288,10294,10292,10146,10151,10153,10154,10268,10250,,,,,,,
Old San Juan,old_san_juan.txt,10294,10142,10146,10250,,,,,,,,,,,,
Papa Hemingway's Daiquiri,papa_hemingways_daiquiri.txt,10293,10083,10144,10146,10250,,,,,,,,,,,
Pearl from Ipanema,pearl_from_ipanema.txt,10250,10226,10292,10144,10144,10082,10145,10191,,,,,,,,
Pedro Collins,pedro_collins.txt,10292,10146,10222,10118,10250,10252,,,,,,,,,,
Pina Colada,pina_colada.txt,10292,10154,10128,10260,10252,,,,,,,,,,,
Pina Colada Nueva,pina_colada_nueva.txt,10293,10096,10260,10128,10149,10146,10251,10247,,,,,,,,
Pinerito,pinerito.txt,10292,10144,10146,10222,10186,,,,,,,,,,,
Planter's Punch,planters_punch.txt,10288,10093,10151,10154,10146,10193,10186,10257,10252,,,,,,,
Presidente,presidente.txt,10292,10359,10361,10092,10257,,,,,,,,,,,
Royal Palm Cocktail,royal_palm_cocktail.txt,10073,10305,10227,,,,,,,,,,,,,
Rum and Tonic,rum_and_tonic.txt,10288,10125,10250,,,,,,,,,,,,,
Rum Cooler,rum_cooler.txt,10288,10120,10249,,,,,,,,,,,,,
Rum Sangree,rum_sangree.txt,10288,10093,10367,10218,,,,,,,,,,,,
Rum Swizzle,rum_swizzle.txt,10288,10145,10092,10120,10249,,,,,,,,,,,
Scorpion,scorpion.txt,10292,10014,10359,10151,10145,10260,10252,10269,,,,,,,,
Spiced Rum Coco Martini,spiced_rum_coco_martini.txt,10303,10050,10257,10252,,,,,,,,,,,,
Tidal Wave,tidal_wave.txt,10300,10089,10146,10032,10128,10222,10250,10270,,,,,,,,
Tiger's Milk,tigers_milk.txt,10288,10014,10134,10222,10218,,,,,,,,,,,
Tikitini,tikitini.txt,10302,10083,10129,10149,,,,,,,,,,,,
Tobago Coconut Flip,tobago_coconut_flip.txt,10300,10129,10311,10203,10269,,,,,,,,,,,
Velvet Voodoo,velvet_voodoo.txt,10287,10042,10032,10241,10218,10205,,,,,,,,,,
West Indian Punch,west_indian_punch.txt,10288,10072,10151,10146,10154,10218,,,,,,,,,,
Yellow Bird,yellow_bird.txt,10288,10292,10057,10151,10146,10268,10252,,,,,,,,,
Zombie,zombie.txt,10296,10294,10291,10022,10074,10154,10145,10146,10186,10223,10297,10260,10250,10268,10270,10252
#Tequila,,,,,,,,,,,,,,,,,
Acapulco,acapulco.txt,10325,10294,10144,10154,,,,,,,,,,,,
Avocado Margarita,avocado_margarita.txt,10327,10093,10146,10145,10244,10134,10222,10250,,,,,,,,
Bird of Paradise,bird_of_paradise.txt,10324,10053,10032,10135,,,,,,,,,,,,
Bite of the Iguana,bite_of_the_iguana.txt,10250,10220,10330,10092,10127,10282,10275,10276,10181,,,,,,,
Black Sombrero,black_sombrero.txt,10324,10331,10056,,,,,,,,,,,,,
Bloody Maria,bloody_maria.txt,10327,10146,10275,10274,10181,10177,10157,10250,10273,,,,,,,
Blue Margarita,blue_margarita.txt,10250,10221,10324,10089,10093,10146,,,,,,,,,,
Blue Moon,blue_moon.txt,10324,10089,10105,10135,,,,,,,,,,,,
Blue Shark,blue_shark.txt,10324,10331,10089,,,,,,,,,,,,,
Bonsai Margarita,bonsai_margarita.txt,10250,10220,10327,10085,10095,10146,10226,10249,,,,,,,,
Brave Bull,brave_bull.txt,10325,10230,10056,,,,,,,,,,,,,
Cadillac Margarita,cadillac_margarita.txt,10326,10094,10146,10250,,,,,,,,,,,,
Chapala,chapala.txt,10327,10093,10151,10145,10186,10257,,,,,,,,,,
Cherry Picker,cherry_picker.txt,10325,10024,10146,10140,10250,,,,,,,,,,,
Chocolate Margarita,chocolate_margarita.txt,10325,10054,10093,10127,10151,10205,,,,,,,,,,
Classic Margarita,classic_margarita.txt,10250,10221,10327,10146,10093,,,,,,,,,,,
Classic Tequila Shot,classic_tequila_shot.txt,10327,10250,10221,,,,,,,,,,,,,
Compadre,compadre.txt,10326,10144,10046,10118,10257,,,,,,,,,,,
Cucumber Margarita,cucumber_margarita.txt,10226,10146,10274,10324,10093,,,,,,,,,,,
El Diablo,el_diablo.txt,10250,10324,10062,10120,,,,,,,,,,,,
Freddy Fudpucker,freddy_fudpucker.txt,10327,10151,10105,,,,,,,,,,,,,
Frostbite,frostbite.txt,10324,10088,10051,10063,10135,,,,,,,,,,,
Hot Pants,hot_pants.txt,10249,10221,10324,10315,10144,10222,,,,,,,,,,
La Bomba,la_bomba.txt,10186,10325,10093,10154,10151,,,,,,,,,,,
La Conga,la_conga.txt,10327,10154,10011,10118,10249,,,,,,,,,,,
Loco Padre,loco_padre.txt,10326,10151,10083,10069,10257,,,,,,,,,,,
Madagascar Mood Shifter,madagascar_mood_shifter.txt,10329,10087,10127,10267,10268,,,,,,,,,,,
Matador,matador.txt,10325,10154,10146,,,,,,,,,,,,,
Mexican Madras,mexican_madras.txt,10325,10142,10151,10146,10257,,,,,,,,,,,
Mexican Mule,mexican_mule.txt,10325,10146,10193,10120,,,,,,,,,,,,
Mexicola,mexicola.txt,10324,10146,10119,10250,,,,,,,,,,,,
Mezcal Buck,mezcal_buck.txt,10322,10146,10193,10121,,,,,,,,,,,,
Multiple Orgasm,multiple_orgasm.txt,10032,10056,10059,10135,10325,,,,,,,,,,,
Nectarine Dream,nectarine_dream.txt,10253,10326,10091,10146,10151,10226,,,,,,,,,,
Pan Am,pan_am.txt,10322,10341,10011,10193,,,,,,,,,,,,
Papaya Margarita,papaya_margarita.txt,10258,10127,10327,10067,10250,10270,,,,,,,,,,
Prickly Agave,prickly_agave.txt,10250,10222,10220,10327,10114,10155,10146,,,,,,,,,
Rosita,rosita.txt,10324,10046,10359,10361,10249,,,,,,,,,,,
Rude Cosmopolitan,rude_cosmopolitan.txt,10325,10142,10093,10146,,,,,,,,,,,,
Salty Chihuahua,salty_chihuahua.txt,10249,10221,10327,10144,,,,,,,,,,,,
Shady Lady,shady_lady.txt,10324,10084,10144,,,,,,,,,,,,,
Short Fuse,short_fuse.txt,10325,10022,10146,10144,10150,10250,,,,,,,,,,
Silk Stocking,silk_stocking.txt,10324,10053,10135,10101,10203,,,,,,,,,,,
Sloe Tequila,sloe_tequila.txt,10324,10112,10146,10274,,,,,,,,,,,,
South of the Border,south_of_the_border.txt,10324,10250,10056,,,,,,,,,,,,,
Spanish Fly,spanish_fly.txt,10322,10094,10219,,,,,,,,,,,,,
Strawberry Margarita,strawberry_margarita.txt,10324,10093,10103,10146,10262,10250,,,,,,,,,,
Tequila Cocktail,tequila_cocktail.txt,10327,10146,10186,10166,,,,,,,,,,,,
Tequila Colada,tequila_colada.txt,10324,10056,10154,10135,10128,,,,,,,,,,,
Tequila Fizz,tequila_fizz.txt,10327,10146,10222,10118,,,,,,,,,,,,
Tequila Ghost,tequila_ghost.txt,10327,10042,10145,,,,,,,,,,,,,
Tequila Mockingbird,tequila_mockingbird.txt,10327,10065,10146,10250,,,,,,,,,,,,
Tequila Sour,tequila_sour.txt,10324,10145,10193,10252,,,,,,,,,,,,
Tequila Sunrise,tequila_sunrise.txt,10327,10151,10186,10118,,,,,,,,,,,,
Tequilatini,tequilatini.txt,10324,10094,10093,10257,,,,,,,,,,,,
Tequini,tequini.txt,10327,10359,10011,10249,,,,,,,,,,,,
The Jake,the_jake.txt,10374,10327,10250,,,,,,,,,,,,,
Tijuana Speedball,tijuana_speedball.txt,10326,10056,10059,10131,10203,,,,,,,,,,,
Tijuana Taxi,tijuana_taxi.txt,10249,10222,10145,10151,10093,10193,,,,,,,,,,
Toreador,toreador.txt,10327,10053,10230,10210,,,,,,,,,,,,
Vampiro,vampiro.txt,10327,10157,10151,10187,10146,10278,10277,10181,10250,,,,,,,
#whisky,,,,,,,,,,,,,,,,,
Alabama Slammer,alabama_slammer.txt,10113,10032,10112,10151,,,,,,,,,,,,
Algonquin,algonquin.txt,10347,10359,10154,,,,,,,,,,,,,
Amalfi Cocktail,amalfi_cocktail.txt,10341,10145,10105,10118,,,,,,,,,,,,
Belmont Breeze,belmont_breeze.txt,10340,10370,10145,10193,10151,10142,10122,10118,10262,10249,10268,,,,,
Bent Nail,bent_nail.txt,10342,10068,10017,,,,,,,,,,,,,
Blarney Stone,blarney_stone.txt,10345,10093,10000,10083,10011,10249,,,,,,,,,,
Blizzard,blizzard.txt,10341,10142,10145,10193,10249,,,,,,,,,,,
Blue Grass Cocktail,blue_grass_cocktail.txt,10341,10154,10145,10083,,,,,,,,,,,,
Bobby Burns,bobby_burns.txt,10348,10361,10045,10249,,,,,,,,,,,,
Boilermaker,boilermaker.txt,10340,10001,,,,,,,,,,,,,,
Bourbon a la Crème,bourbon_a_la_creme.txt,10341,10051,10227,,,,,,,,,,,,,
Bourbon Buck,bourbon_buck.txt,10249,10341,10120,,,,,,,,,,,,,
Bourbon Crusta,bourbon_crusta.txt,10249,10222,10341,10093,10145,,,,,,,,,,,
Bourbon Milk Punch,bourbon_milk_punch.txt,10341,10052,10136,10218,,,,,,,,,,,,
Bourbon Sling,bourbon_sling.txt,10341,10113,10145,10118,10249,,,,,,,,,,,
Bourbon Swizzle,bourbon_swizzle.txt,10341,10022,10145,10120,10249,,,,,,,,,,,
Brooklyn Cocktail,brooklyn_cocktail.txt,10347,10361,10083,10249,,,,,,,,,,,,
Canadian Cocktail,canadian_cocktail.txt,10342,10093,10193,10011,,,,,,,,,,,,
Casanova,casanova.txt,10341,10365,10056,10135,,,,,,,,,,,,
Churchill Downs Cooler,churchill_downs_cooler.txt,10341,10014,10092,10120,,,,,,,,,,,,
Classic Manhattan,classic_manhattan.txt,10340,10358,10011,10252,,,,,,,,,,,,
Classic Sazerac,classic_sazerac.txt,10042,10015,10009,10249,,,,,,,,,,,,
Commodore Cocktail,commodore_cocktail.txt,10341,10051,10145,,,,,,,,,,,,,
Commonwealth,commonwealth.txt,10342,10094,10145,10257,,,,,,,,,,,,
Dancing Leprechaun,dancing_leprechaun.txt,10345,10068,10145,10120,10249,,,,,,,,,,,
Debonair Cocktail,debonair_cocktail.txt,10348,10249,,,,,,,,,,,,,,
Delta,delta.txt,10340,10113,10146,10222,10257,10259,,,,,,,,,,
Derby,derby.txt,10340,10361,10093,10146,10268,,,,,,,,,,,
Dry Manhattan,dry_manhattan.txt,10340,10359,10011,10249,,,,,,,,,,,,
Everybody's Irish,everybodys_irish.txt,10345,10048,10064,10256,,,,,,,,,,,,
Fine and Dandy,fine_and_dandy.txt,10342,10093,10355,10249,,,,,,,,,,,,
French Twist,french_twist.txt,10341,10014,10094,10145,,,,,,,,,,,,
Frozen Mint Julep,frozen_mint_julep.txt,10267,10341,10145,10193,10268,,,,,,,,,,,
Godfather,godfather.txt,10348,10032,,,,,,,,,,,,,,
Horse's Neck,horses_neck.txt,10249,10340,10120,,,,,,,,,,,,,
Iced Irish Coffee,iced_irish_coffee.txt,10345,10223,10130,10135,,,,,,,,,,,,
Irish Shillelagh,irish_shillelagh.txt,10345,10292,10112,10145,10222,10259,10257,10261,10252,,,,,,,
Japanese Fizz,japanese_fizz.txt,10340,10367,10145,10222,10118,10260,10257,,,,,,,,,
John Collins,john_collins.txt,10341,10145,10193,10118,10257,10249,10252,,,,,,,,,
Kentucky Colonel,kentucky_colonel.txt,10341,10045,10249,,,,,,,,,,,,,
Kentucky Sidecar,kentucky_sidecar.txt,10263,10222,10341,10093,10156,10145,10268,,,,,,,,,
Kentucky Stinger,kentucky_stinger.txt,10341,10113,10065,,,,,,,,,,,,,
Louisville Stinger,louisville_stinger.txt,10341,10292,10053,10063,,,,,,,,,,,,
Mamie Taylor,mamie_taylor.txt,10350,10146,10120,10249,,,,,,,,,,,,
Mint Condition,mint_condition.txt,10341,10315,10331,10056,,,,,,,,,,,,
Mississippi Mist,mississippi_mist.txt,10341,10113,,,,,,,,,,,,,,
Muddled Mint Julep,muddled_mint_julep.txt,10267,10193,10341,10268,10249,,,,,,,,,,,
Nevins,nevins.txt,10341,10014,10144,10145,10011,,,,,,,,,,,
New Orleans Sazerac,new_orleans_sazerac.txt,10225,10009,10341,10000,10145,10249,,,,,,,,,,
New Yorker,new_yorker.txt,10341,10146,10222,10186,10257,10249,,,,,,,,,,
Old Fashioned,old_fashioned.txt,10225,10011,10257,10252,10341,10118,10257,10252,,,,,,,,
Perfect Manhattan,perfect_manhattan.txt,10340,10361,10359,10011,10249,,,,,,,,,,,
Pink Almond,pink_almond.txt,10340,10033,10032,10017,10145,10249,,,,,,,,,,
Poire Williams Fizz,poire_williams_fizz.txt,10340,10026,10144,10118,,,,,,,,,,,,
Preakness Cocktail,preakness_cocktail.txt,10249,10342,10045,10361,10011,,,,,,,,,,,
Prince Edward,prince_edward.txt,10348,10357,10068,10257,,,,,,,,,,,,
Rob Roy,rob_roy.txt,10350,10361,10011,10252,,,,,,,,,,,,
Rusty Nail,rusty_nail.txt,10348,10068,10249,,,,,,,,,,,,,
Scarlett Ohara,scarlett_ohara.txt,10113,10142,10146,10145,10222,,,,,,,,,,,
Scotch Mist,scotch_mist.txt,10348,10249,,,,,,,,,,,,,,
Scotch Sangaree,scotch_sangaree.txt,10348,10366,10068,10218,,,,,,,,,,,,
Seven and Seven,seven_and_seven.txt,10340,10122,10249,,,,,,,,,,,,,
Shamrock,shamrock.txt,10345,10063,10135,10252,,,,,,,,,,,,
Soul Kiss,soul_kiss.txt,10342,10359,10355,10151,,,,,,,,,,,,
Sweet Manhattan,sweet_manhattan.txt,10340,10361,10011,10249,,,,,,,,,,,,
Traditional Southern-Style Mint Julep,traditional_southern_style_mint_julep.txt,10341,10193,10268,,,,,,,,,,,,,
Twin Hills,twin_hills.txt,10347,10045,10145,10146,10193,10249,,,,,,,,,,
Vieux Carre,vieux_carre.txt,10045,10009,10011,10347,10015,10361,10249,,,,,,,,,
Waldorf Cocktail,waldorf_cocktail.txt,10341,10042,10361,10011,,,,,,,,,,,,
Wally Wallbanger,wally_wallbanger.txt,10341,10105,10145,10222,10268,,,,,,,,,,,
Ward Eight,ward_eight.txt,10341,10145,10151,10186,10252,10257,10249,,,,,,,,,
Waterloo,waterloo.txt,10340,10091,10145,10193,10118,10257,,,,,,,,,,
Whisky Fizz,whisky_fizz.txt,10340,10145,10193,10118,10249,,,,,,,,,,,
Whisky Rickey,whisky_rickey.txt,10340,10146,10193,10118,10250,,,,,,,,,,,
Whisky Sour,whisky_sour.txt,10341,10145,10193,10252,,,,,,,,,,,,
Woodward,woodward.txt,10348,10358,10144,,,,,,,,,,,,,
#wine,,,,,,,,,,,,,,,,,
Adonis,adonis.txt,10371,10361,10009,10249,,,,,,,,,,,,
Amer Picon Cocktail,amer_picon_cocktail.txt,10034,10145,10186,10257,,,,,,,,,,,,
Americano,americano.txt,10046,10361,10118,10249,10257,,,,,,,,,,,
Andalusia,andalusia.txt,10371,10292,10014,10011,,,,,,,,,,,,
Apple Sangria Cooler,apple_sangria_cooler.txt,10021,10025,10127,10373,10257,,,,,,,,,,,
Bamboo,bamboo.txt,10371,10359,10009,,,,,,,,,,,,,
Batonnet,batonnet.txt,10015,10380,10125,10204,,,,,,,,,,,,
Bishop,bishop.txt,10145,10151,10193,10372,10257,,,,,,,,,,,
Brandied Madeira,brandied_madeira.txt,10362,10014,10359,10249,,,,,,,,,,,,
Brandied Port,brandied_port.txt,10368,10014,10083,10145,10257,,,,,,,,,,,
Campari and Soda,campari_and_soda.txt,10046,10118,10257,,,,,,,,,,,,,
Campari Cooler,campari_cooler.txt,10046,10151,10192,10118,10257,,,,,,,,,,,
Classic Spanish Sangria,classic_spanish_sangria.txt,10257,10250,10249,10014,10093,10222,10372,10118,,,,,,,,
Cynar Cola,cynar_cola.txt,10066,10119,10249,,,,,,,,,,,,,
Diplomat,diplomat.txt,10359,10361,10083,10011,10249,10252,,,,,,,,,,
Dubonnet Cocktail,dubonnet_cocktail.txt,10355,10029,10009,10249,,,,,,,,,,,,
Ferrari,ferrari.txt,10359,10032,10249,,,,,,,,,,,,,
French Kiss,french_kiss.txt,10359,10361,10249,,,,,,,,,,,,,
Indigo Jones,indigo_jones.txt,10365,10376,10015,10151,10145,10257,,,,,,,,,,
Kir,kir.txt,10062,10380,10249,,,,,,,,,,,,,
Lillet and Soda,lillet_and_soda.txt,10357,10257,10118,,,,,,,,,,,,,
Lillet Cocktail,lillet_cocktail.txt,10357,10029,10257,,,,,,,,,,,,,
Lily,lily.txt,10356,10029,10033,10145,10249,,,,,,,,,,,
Little Princess,little_princess.txt,10361,10292,,,,,,,,,,,,,,
Merry Widow,merry_widow.txt,10359,10355,10249,,,,,,,,,,,,,
Negroni,negroni.txt,10361,10046,10029,10257,,,,,,,,,,,,
Parkeroo,parkeroo.txt,10371,10324,10249,,,,,,,,,,,,,
Picon Fizz,picon_fizz.txt,10034,10186,10118,10014,,,,,,,,,,,,
Pineapple Cooler,pineapple_cooler.txt,10380,10260,10145,10226,10118,10249,,,,,,,,,,
Port Sangaree,port_sangaree.txt,10367,10193,10218,,,,,,,,,,,,,
Red Wine Cooler,red_wine_cooler.txt,10372,10122,10249,,,,,,,,,,,,,
Sanctuary,sanctuary.txt,10355,10034,10093,10249,,,,,,,,,,,,
Sherry Sangaree,sherry_sangaree.txt,10371,10093,10193,10249,,,,,,,,,,,,
Vermouth Cassis,vermouth_cassis.txt,10359,10062,10118,10249,,,,,,,,,,,,
Washington Cocktail,washington_cotktail.txt,10359,10014,10224,10011,,,,,,,,,,,,
White Wine Spritzer,white_wine_spritzer.txt,10380,10118,10249,,,,,,,,,,,,,
#shots,,,,,,,,,,,,,,,,,
After 5,after_5.txt,10056,10058,10315,
B-52,b52.txt,10056,10058,10094,
Blue Eyed Blonde,blue_eyed_blonde.txt,10069,10074,10088,
Brain Hemorrhage,brain_hemorrhage.txt,10314,10059,10186,
Butterball,butterball.txt,10331,10058,10310,
Cement Mixer,cement_mixer.txt,10058,10146,
Chip Shot,chip_shot.txt,10114,10058,10130,
Chocolate Covered Cherry,chocolate_covered_cherry.txt,10252,10186,10056,10058,
Climax,climax.txt,10032,10093,10074,10331,10051,10135,
Cordless Screwdriver,cordless_screwdriver.txt,10257,10222,10331,
French Kiss,french_kiss.txt,10032,10051,10058,
Girl Scout Cookie,girl_scout_cookie.txt,10315,10052,10135,
Green Lizard,green_lizard.txt,10047,10297,
Harbor Lights,harbor_lights.txt,10014,10105,
IRA,ira.txt,10345,10058,
Jelly Bean,jelly_bean.txt,10023,10038,
Kamikaze Shooter,kamikaze_shooter.txt,10331,10093,10146,
Key Lime Pie,key_lime_pie.txt,10108,10147,10134,i 
Lemon Drop Shooter,lemon_drop_shooter.txt,10249,10222,10335,
Liquid Cocaine 1,liquid_cocaine_1.txt,10288,10317,10106,10316,
Liquid Cocaine 2,liquid_cocaine_2.txt,10288,10316,10106,10312,
Melon Ball Shooter,melon_ball_shooter.txt,10331,10085,10154,
Mind Eraser Shooter,mind_eraser_shooter.txt,10056,10331,10118,
Oatmeal Cookie Shooter,oatmeal_cookie_shooter.txt,10310,10312,10058,
Orgasm,orgasm.txt,10032,10058,10056,
Peppermint Patty,peppermint_patty.txt,10051,10315,
Pina Salsa Shooter,pina_salsa_shooter.txt,10178,10154,10327,10146,10250,
Prarie Fire,prarie_fire.txt,10177,10324,
Purple Hooter,purple_hooter.txt,10331,10101,10142,
Red Snapper Shooter,red_snap_shooter.txt,10342,10142,10032,
Root Beer Shooter,root_beer_shooter.txt,10105,10056,10119,
Russian Quaalude,russian_quaalude.txt,10069,10058,10331,
Sangrita,sangrita.txt,10157,10151,10146,10186,10177,10181,10324,
Savoy Hotel,savoy_hotel.txt,10014,10045,10052,
